0,0,253.9766082763672
0,1,216.03961181640625
0,2,216.65567016601562
0,3,219.31082153320312
0,4,236.90936279296875
0,5,286.3236389160156
0,6,311.7752685546875
0,7,307.9253234863281
0,8,402.109130859375
0,9,363.8395080566406
1,0,254.04623413085938
1,1,214.0
1,2,214.0
1,3,214.10031127929688
1,4,265.87176513671875
1,5,286.9839782714844
1,6,314.41607666015625
1,7,341.8746032714844
1,8,377.63812255859375
1,9,384.4118957519531
2,0,310.1922607421875
2,1,214.0
2,2,229.2801513671875
2,3,275.8417663574219
2,4,281.71405029296875
2,5,305.2362976074219
2,6,314.5723876953125
2,7,356.95538330078125
2,8,379.1776428222656
2,9,440.3839416503906
3,0,248.27772521972656
3,1,217.1666259765625
3,2,279.1815185546875
3,3,289.0
3,4,286.73565673828125
3,5,286.0
3,6,318.7974548339844
3,7,357.4796142578125
3,8,376.2967224121094
3,9,427.7325439453125
4,0,236.0
4,1,263.41619873046875
4,2,288.82415771484375
4,3,289.0
4,4,286.75714111328125
4,5,286.0
4,6,382.5414123535156
4,7,415.2561340332031
4,8,578.0673828125
4,9,811.6806030273438
5,0,236.0
5,1,236.86767578125
5,2,268.35009765625
5,3,272.7413024902344
5,4,272.86407470703125
5,5,291.118408203125
5,6,389.95989990234375
5,7,666.981201171875
5,8,992.2427978515625
5,9,973.0405883789062
6,0,248.05545043945312
6,1,262.9583435058594
6,2,271.2679443359375
6,3,270.0
6,4,270.7066955566406
6,5,314.7528991699219
6,6,406.6996154785156
6,7,706.4932250976562
6,8,999.4733276367188
6,9,1051.6556396484375
7,0,360.0
7,1,360.0
7,2,291.26080322265625
7,3,271.8144226074219
7,4,271.5318603515625
7,5,322.839599609375
7,6,408.6813049316406
7,7,425.1829528808594
7,8,589.3143310546875
7,9,1099.0
8,0,360.0
8,1,360.0
8,2,353.4246520996094
8,3,359.7048034667969
8,4,280.9630126953125
8,5,382.3199768066406
8,6,425.2008972167969
8,7,469.5902099609375
8,8,713.9603271484375
8,9,861.6199340820312
9,0,360.0
9,1,360.0
9,2,360.0
9,3,360.0
9,4,313.51727294921875
9,5,357.31597900390625
9,6,430.985107421875
9,7,540.7506713867188
9,8,631.0
9,9,631.0
